Iterazione,AccelX_T1_Mean,AccelX_T1_Variance,AccelX_T1_StdDev,AccelX_T1_Max,AccelX_T1_Min,AccelX_T1_AbsDerivative,AccelY_T1_Mean,AccelY_T1_Variance,AccelY_T1_StdDev,AccelY_T1_Max,AccelY_T1_Min,AccelY_T1_AbsDerivative,AccelZ_T1_Mean,AccelZ_T1_Variance,AccelZ_T1_StdDev,AccelZ_T1_Max,AccelZ_T1_Min,AccelZ_T1_AbsDerivative,AccelX_T2_Mean,AccelX_T2_Variance,AccelX_T2_StdDev,AccelX_T2_Max,AccelX_T2_Min,AccelX_T2_AbsDerivative,AccelY_T2_Mean,AccelY_T2_Variance,AccelY_T2_StdDev,AccelY_T2_Max,AccelY_T2_Min,AccelY_T2_AbsDerivative,AccelZ_T2_Mean,AccelZ_T2_Variance,AccelZ_T2_StdDev,AccelZ_T2_Max,AccelZ_T2_Min,AccelZ_T2_AbsDerivative,AccelT1_SMA,AccelT2_SMA,Label
83,43004.487,7445765.276,2728.693,50809,37603,3910,44212.787,5529610.194,2351.512,50693,38661,512,16109.4,4674682.88,2162.101,22279,11527,5376,1814.367,178.859,13.374,1847,1763,1,1343.087,210.546,14.51,1387,1309,12,2136.913,295.066,17.177,2182,2102,42,103326.67333333334,5294.366666666667,sitting
84,41200.353,3619448.988,1902.485,47027,35399,1722,45332.36,3889544.124,1972.193,50693,38149,3072,15228.76,3893388.902,1973.167,21767,8967,2048,1812.633,161.792,12.72,1854,1767,2,1337.387,123.384,11.108,1362,1305,3,2126.113,136.487,11.683,2150,2090,6,101761.47333333333,5276.133333333333,sitting
85,40988.54,4265769.435,2065.374,47027,35637,1606,44436.36,4808140.39,2192.747,50693,39685,256,15233.88,4499020.186,2121.089,21767,8967,4352,1813.307,158.626,12.595,1852,1778,17,1342.087,290.412,17.041,1392,1275,13,2135.733,267.782,16.364,2176,2079,14,100658.78,5291.126666666667,sitting
86,35873.473,124048266.943,11137.696,62587,1759,40774,40847.24,146249814.289,12093.379,65029,261,36096,21316.367,282851740.126,16818.197,65031,1287,5888,1816.007,391.98,19.798,1880,1782,39,1317.24,2969.916,54.497,1415,1190,104,2052.833,23048.686,151.818,2182,1596,508,98037.08,5186.08,sitting
87,20532.06,496797043.163,22288.944,65076,38,22598,20213.42,273899533.484,16549.91,65029,261,30720,19253.92,290035412.62,17030.426,64263,517,3327,1848.64,308.804,17.573,1880,1799,66,1226.98,369.726,19.228,1290,1180,18,1558.547,17656.021,132.876,2010,1426,541,59999.4,4634.166666666667,sitting
88,20753.74,795958227.419,28212.732,65515,2,326,14634.247,7115102.372,2667.415,22021,5637,5376,10548.08,6149085.594,2479.735,18182,3846,1280,1857.633,150.072,12.25,1891,1824,8,1237.287,227.284,15.076,1268,1184,23,1447.48,249.73,15.803,1486,1407,12,45936.066666666666,4542.4,sitting
89,25040.7,907745388.063,30128.813,65515,2,61882,14465.213,4053827.954,2013.412,18949,8964,257,9981.467,4294282.809,2072.265,14854,3078,4608,1862.153,213.423,14.609,1906,1800,2,1236.967,187.526,13.694,1282,1201,22,1449.647,209.922,14.489,1485,1408,2,49487.38,4548.766666666666,sitting
90,53616.94,283482834.736,16836.948,65414,167,11078,23402.487,72088964.516,8490.522,37892,8964,18944,9735.707,11222818.634,3350.048,20486,1542,5120,1830.273,636.105,25.221,1880,1777,53,1239.827,281.063,16.765,1282,1159,9,1455.98,972.02,31.177,1545,1385,44,86755.13333333333,4526.08,sitting
91,55323.42,12691420.43,3562.502,65117,46883,1606,30741.067,9176496.356,3029.273,37892,24068,1792,10988.4,8917046.613,2986.142,18438,3590,3328,1809.347,275.106,16.586,1847,1764,3,1238.933,217.382,14.744,1274,1195,19,1466.213,901.114,30.019,1540,1385,52,97052.88666666667,4514.493333333333,sitting
92,38800.993,158112643.433,12574.285,56520,13131,24646,38554.187,259527965.992,16109.872,64772,2564,1280,22409.54,609331458.955,24684.64,65286,6,26880,1732.287,4811.631,69.366,1852,1556,133,1265.78,849.092,29.139,1359,1202,17,1436.173,870.73,29.508,1547,1365,66,99764.72,4434.24,sitting
93,23580.753,40276332.359,6346.364,55639,11167,3654,32403.36,637191218.79,25242.647,65284,4,57600,52764.633,222010177.032,14900.006,64775,262,4097,1674.533,1707.436,41.321,1761,1581,100,1280.187,679.792,26.073,1359,1200,11,1445.773,1848.029,42.989,1547,1336,72,108748.74666666667,4400.493333333333,sitting
94,27352.3,28217382.09,5312.004,41349,16169,8634,57556.213,40945483.048,6398.866,65284,516,768,46917.153,472439553.85,21735.675,65286,262,57344,1701.707,687.381,26.218,1783,1621,9,1262.127,396.884,19.922,1298,1193,36,1487.367,1829.206,42.769,1605,1347,99,131825.66666666666,4451.2,sitting
95,36412.807,127841236.329,11306.69,65285,226,10938,42986.26,265331295.459,16288.993,65284,516,50432,20245.5,398418854.25,19960.432,65287,262,17153,1727.38,777.396,27.882,1820,1649,32,1251.173,675.277,25.986,1316,1153,36,1513.68,5397.658,73.469,1653,1338,99,99644.56666666667,4492.233333333334,sitting
96,30273.74,337225381.339,18363.697,65285,163,14522,29714.433,278873843.952,16699.516,65029,5,9726,28792.78,339940422.065,18437.473,65287,6,1793,1785.527,1137.849,33.732,1867,1693,77,1228.42,871.444,29.52,1325,1153,10,1691.067,4429.702,66.556,1831,1539,243,88780.95333333334,4705.013333333333,sitting
97,35757.073,440033630.228,20976.979,64986,163,6214,29544.133,326661840.489,18073.789,64772,1029,7167,26877.233,266844334.886,16335.371,65288,264,11263,1789.727,2944.572,54.264,1970,1397,73,1222.833,3238.952,56.912,1598,997,40,1687.573,9361.245,96.754,1903,1217,186,92178.44,4700.133333333333,sitting
98,32227.5,404311707.85,20107.504,65432,397,28742,32491.1,439158373.143,20956.106,64773,773,46336,26315.44,436004348.74,20880.717,64262,264,14333,1949.86,9855.96,99.277,2075,1711,46,1251.053,1856.877,43.091,1328,1091,108,1405.887,16403.02,128.074,1825,1235,195,91034.04,4606.8,sitting
99,34053.447,429489199.26,20724.121,65054,1265,582,37357.387,304398335.21,17447.015,64773,2053,29439,31986.853,315751808.778,17769.407,64262,774,3327,1835.887,6813.26,82.542,2040,1618,266,1231.413,5937.602,77.056,1978,1021,124,1683.48,26177.623,161.795,2094,1254,444,103397.68666666666,4750.78,sitting
0,1820.8,202.747,14.239,1856,1779,4,33024.0,331965180.587,18219.912,57600,8448,16384,28351.4,46735378.213,6836.328,41828,14463,13638,1808.887,334.914,18.301,1876,1769,10,1225.84,342.601,18.509,1271,1161,46,1535.62,1185.129,34.426,1659,1472,88,63196.2,4570.346666666666,standing
1,1813.507,710.237,26.65,1866,1736,33,33024.0,331965180.587,18219.912,57600,8448,16384,24826.947,83828055.117,9155.766,53535,8202,3142,1806.867,1757.876,41.927,1920,1713,58,1220.64,2821.75,53.12,1351,1033,25,1564.607,1844.852,42.952,1685,1494,29,59664.45333333333,4592.113333333334,standing
2,1845.887,4465.794,66.827,2134,1776,25,33024.0,331965180.587,18219.912,57600,8448,16384,39068.893,197822747.589,14064.947,65241,1706,11962,1825.64,2813.59,53.043,1939,1689,45,1226.073,3428.081,58.55,1347,983,39,1535.573,3865.751,62.175,1654,1345,105,73938.78,4587.286666666667,standing
3,1819.613,934.757,30.574,1898,1740,18,33024.0,331965180.587,18219.912,57600,8448,16384,39348.6,198416497.787,14086.039,65241,1020,26042,1799.093,2679.885,51.768,1934,1689,5,1229.74,1888.632,43.458,1309,1113,40,1554.74,2820.886,53.112,1636,1368,40,74192.21333333333,4583.573333333334,standing
4,1874.453,1806.408,42.502,1987,1755,86,33024.0,331965180.587,18219.912,57600,8448,16384,33059.347,365717165.133,19123.733,64354,387,14778,1813.66,3474.998,58.949,1902,1635,93,1222.34,967.638,31.107,1289,1150,95,1581.72,1526.215,39.067,1691,1432,133,67957.8,4617.72,standing
5,1864.793,2531.377,50.313,2034,1765,72,33025.707,331881728.501,18217.621,57600,8448,16384,42060.12,182301288.639,13501.899,64275,1087,9402,1795.107,4253.709,65.22,1964,1635,67,1224.667,448.449,21.177,1281,1163,35,1611.647,1700.548,41.238,1700,1501,118,76950.62,4631.42,standing
6,1816.42,530.204,23.026,1861,1752,3,33025.707,331881728.501,18217.621,57600,8448,16384,37895.667,107405230.089,10363.649,54937,6904,3514,1767.547,1272.754,35.676,1858,1693,5,1227.947,623.077,24.962,1288,1149,7,1597.707,823.181,28.691,1670,1519,52,72737.79333333333,4593.2,standing
7,1868.313,2203.522,46.942,1975,1752,63,33024.0,331965180.587,18219.912,57600,8448,16384,39786.467,262783788.382,16210.607,65227,449,6842,1831.193,2378.676,48.772,1942,1728,87,1218.2,3047.16,55.201,1327,927,5,1607.28,3069.495,55.403,1704,1395,134,74678.78,4656.673333333333,standing
8,1861.82,439.654,20.968,1914,1792,34,33024.0,331965180.587,18219.912,57600,8448,16384,41214.76,91944880.182,9588.789,65227,449,6726,1831.46,849.782,29.151,1942,1760,105,1216.273,348.759,18.675,1269,1163,16,1589.447,1358.834,36.862,1642,1451,36,76100.58,4637.18,standing
9,1824.493,466.65,21.602,1870,1785,50,33024.0,331965180.587,18219.912,57600,8448,16384,36316.44,53341328.78,7303.515,49616,21739,21574,1793.367,678.379,26.046,1846,1735,46,1220.78,396.025,19.9,1270,1154,12,1588.66,585.784,24.203,1647,1505,14,71164.93333333333,4602.806666666666,standing
10,1868.94,3956.856,62.904,2041,1791,212,33024.0,331965180.587,18219.912,57600,8448,16384,32290.227,165318980.549,12857.643,64883,110,12870,1816.193,1631.796,40.395,1897,1735,57,1215.193,549.503,23.441,1270,1151,66,1634.867,895.969,29.933,1702,1555,0,67183.16666666667,4666.253333333333,standing
11,2057.54,33105.022,181.948,2614,1583,100,33024.0,331965180.587,18219.912,57600,8448,16384,31165.347,319984936.013,17888.123,64883,110,33210,1807.753,1242.946,35.255,1897,1740,84,1219.72,453.268,21.29,1284,1166,31,1595.86,1190.374,34.502,1687,1527,89,66246.88666666667,4623.333333333333,standing
12,1811.493,11840.957,108.816,2158,1702,292,33024.0,331965180.587,18219.912,57600,8448,16384,31465.533,666102217.396,25808.956,65449,59,28346,1779.747,162.829,12.76,1822,1751,7,1224.547,237.168,15.4,1277,1181,40,1602.753,2568.732,50.683,1699,1536,136,66301.02666666667,4607.046666666667,standing
13,2089.52,66261.423,257.413,2544,1618,514,33024.0,331965180.587,18219.912,57600,8448,16384,32581.507,511281512.73,22611.535,65449,29,4678,1778.953,156.058,12.492,1813,1754,14,1222.073,178.761,13.37,1254,1191,16,1666.5,655.45,25.602,1719,1610,49,67695.02666666667,4667.526666666667,standing
14,2394.727,5905.999,76.85,2572,2199,159,33024.0,331965180.587,18219.912,57600,8448,16384,29367.667,243090677.769,15591.365,64375,369,34374,1781.327,238.567,15.446,1834,1739,21,1219.367,209.326,14.468,1254,1181,11,1638.187,1103.165,33.214,1733,1568,39,64786.39333333333,4638.88,standing
15,2449.0,2298.907,47.947,2619,2357,11,33024.0,331965180.587,18219.912,57600,8448,16384,32869.56,129243618.7,11368.536,63738,2320,15174,1788.227,231.869,15.227,1834,1742,12,1219.873,192.484,13.874,1254,1180,12,1632.32,737.284,27.153,1733,1570,42,68342.56,4640.42,standing
16,2126.8,89507.48,299.178,2472,1286,453,33024.0,331965180.587,18219.912,57600,8448,16384,31056.893,202978222.362,14247.043,65280,489,16570,1804.1,1078.077,32.834,1920,1762,105,1222.247,252.692,15.896,1255,1183,1,1617.907,1045.071,32.328,1695,1528,46,66207.69333333333,4644.253333333333,standing
17,1512.78,36513.198,191.084,1968,1072,62,33024.0,331965180.587,18219.912,57600,8448,16384,32387.907,283329700.805,16832.4,65280,48,10170,1944.727,3716.105,60.96,2053,1779,115,1232.213,670.194,25.888,1291,1171,60,1468.633,5751.179,75.837,1647,1313,238,66924.68666666666,4645.573333333334,standing
18,1430.407,7857.668,88.643,1783,1177,93,33024.0,331965180.587,18219.912,57600,8448,16384,33927.133,279002180.276,16703.358,65084,61,7750,1953.993,1672.22,40.893,2053,1840,26,1262.56,524.433,22.901,1332,1174,61,1355.407,1133.961,33.674,1467,1277,79,68381.54,4571.96,standing
19,1352.393,10851.279,104.169,1539,866,133,33024.0,331965180.587,18219.912,57600,8448,16384,33046.307,345487765.786,18587.301,65115,61,28602,1907.867,713.662,26.714,1998,1824,7,1257.493,413.943,20.346,1319,1209,31,1373.407,850.148,29.157,1455,1301,20,67422.7,4538.766666666666,standing
20,1368.84,56205.548,237.077,2320,857,241,33024.0,331965180.587,18219.912,57600,8448,16384,34297.107,382104330.522,19547.489,65109,201,31046,1900.207,414.217,20.352,1956,1833,40,1241.18,455.281,21.337,1288,1177,38,1414.707,504.474,22.46,1481,1340,29,68689.94666666667,4556.093333333333,standing
21,1638.353,30008.882,173.231,2178,1040,625,33024.0,331965180.587,18219.912,57600,8448,16384,35996.76,367363456.396,19166.728,65282,702,21434,1836.2,3041.267,55.148,1949,1724,164,1228.707,1078.621,32.842,1353,1114,82,1521.347,4632.186,68.06,1707,1395,153,70659.11333333333,4586.253333333333,standing
22,1751.693,3130.853,55.954,1971,1649,3,33024.0,331965180.587,18219.912,57600,8448,16384,32139.507,289329188.463,17009.679,65282,572,4422,1791.48,2311.09,48.074,1950,1678,10,1230.133,1502.342,38.76,1363,1114,45,1543.62,5317.489,72.921,1707,1344,184,66915.2,4565.233333333334,standing
23,1757.187,807.672,28.42,1830,1672,11,33024.0,331965180.587,18219.912,57600,8448,16384,45099.747,37344170.402,6110.988,59368,28023,17850,1798.387,1580.424,39.755,1950,1678,13,1238.06,861.923,29.359,1363,1153,37,1479.573,3778.418,61.469,1662,1344,129,79880.93333333333,4516.02,standing
24,1767.32,177.138,13.309,1826,1723,17,33024.0,331965180.587,18219.912,57600,8448,16384,48526.547,9996821.581,3161.775,57508,37904,70,1790.26,597.526,24.444,1880,1697,15,1223.76,398.969,19.974,1280,1166,25,1579.413,1081.682,32.889,1659,1452,6,83317.86666666667,4593.433333333333,standing
25,1761.58,911.924,30.198,1841,1650,39,33024.0,331965180.587,18219.912,57600,8448,16384,47427.267,297211586.569,17239.826,65361,38,5818,1785.847,523.903,22.889,1836,1712,73,1228.02,405.14,20.128,1281,1166,69,1542.0,1179.373,34.342,1642,1443,40,82212.84666666666,4555.866666666667,standing
26,1727.2,1313.813,36.247,1792,1644,77,33024.0,331965180.587,18219.912,57600,8448,16384,44984.84,321693201.121,17935.808,65502,338,13638,1778.467,955.169,30.906,1893,1706,10,1232.513,653.09,25.556,1295,1155,14,1550.307,1844.906,42.952,1654,1465,17,79736.04,4561.286666666667,standing
27,1609.993,2251.033,47.445,1710,1530,111,33024.0,331965180.587,18219.912,57600,8448,16384,40625.827,82583933.21,9087.57,65502,1251,2490,1711.82,2831.041,53.208,1830,1627,130,1253.52,471.05,21.704,1317,1184,77,1522.347,608.626,24.67,1581,1473,20,75259.82,4487.6866666666665,standing
28,1631.32,6761.351,82.227,1816,1515,36,33024.0,331965180.587,18219.912,57600,8448,16384,43318.76,218380211.596,14777.693,65191,2795,23622,1738.733,4158.622,64.487,1860,1627,149,1249.487,1076.983,32.817,1317,1140,1,1479.887,1588.914,39.861,1560,1399,107,77974.08,4468.106666666667,standing
29,1585.947,6472.704,80.453,1816,1495,229,33024.0,331965180.587,18219.912,57600,8448,16384,37829.933,393968414.729,19848.638,65147,111,5446,1699.68,3510.498,59.249,1860,1591,151,1264.853,1303.405,36.103,1326,1140,30,1473.887,1470.66,38.349,1588,1389,65,72439.88,4438.42,standing
30,1498.72,1748.335,41.813,1575,1387,39,33024.0,331965180.587,18219.912,57600,8448,16384,33563.08,518726329.194,22775.564,65043,12,7610,1653.533,1129.476,33.608,1721,1550,51,1302.387,915.717,30.261,1405,1229,28,1396.207,3683.124,60.689,1524,1252,60,68085.8,4352.126666666667,standing
31,1737.013,20042.293,141.571,1929,1419,464,33024.0,331965180.587,18219.912,57600,8448,16384,30917.56,473405861.26,21757.892,65494,365,59206,1780.907,6584.898,81.147,1909,1565,169,1235.12,3744.719,61.194,1405,1116,74,1546.76,6713.462,81.936,1682,1308,146,65678.57333333333,4562.786666666667,standing
32,1819.933,1692.756,41.143,1934,1707,88,33024.0,331965180.587,18219.912,57600,8448,16384,26435.667,449212409.182,21194.632,65525,496,39098,1810.86,6190.654,78.681,2191,1525,60,1222.26,4575.206,67.64,1460,940,5,1562.127,8134.257,90.19,2043,1180,5,61279.6,4595.246666666667,standing
33,1819.053,2120.704,46.051,1965,1663,32,33024.0,331965180.587,18219.912,57600,8448,16384,45712.28,283070989.162,16824.714,65275,1193,15802,1780.98,1264.593,35.561,1870,1625,67,1219.92,1685.18,41.051,1295,1062,13,1594.973,3248.226,56.993,1721,1462,66,80555.33333333333,4595.873333333333,standing
34,1943.687,24286.868,155.842,2267,1779,412,33024.0,331965180.587,18219.912,57600,8448,16384,45413.427,356872599.151,18891.072,65275,72,8774,1787.3,834.41,28.886,1860,1712,34,1221.167,354.566,18.83,1263,1154,21,1655.8,532.52,23.076,1717,1601,32,80381.11333333333,4664.266666666666,standing
35,2006.227,66927.682,258.704,2286,1466,429,33024.0,331965180.587,18219.912,57600,8448,16384,33903.48,469275847.53,21662.776,65521,190,582,1796.647,442.388,21.033,1860,1752,48,1219.36,252.51,15.891,1269,1183,20,1600.4,708.587,26.619,1682,1532,66,68933.70666666667,4616.406666666667,standing
36,2037.933,53411.142,231.109,2335,1618,458,33024.0,331965180.587,18219.912,57600,8448,16384,33427.133,356571818.676,18883.109,65454,456,14662,1781.553,329.847,18.162,1842,1738,29,1222.313,322.002,17.944,1269,1176,17,1605.107,625.202,25.004,1657,1533,14,68489.06666666667,4608.973333333333,standing
37,2183.82,2804.654,52.959,2328,2022,20,33024.0,331965180.587,18219.912,57600,8448,16384,37517.827,291822539.717,17082.814,65454,456,26554,1797.707,538.807,23.212,1876,1738,29,1221.433,403.432,20.086,1269,1170,4,1584.94,371.483,19.274,1644,1532,3,72725.64666666667,4604.08,standing
38,1959.387,71572.544,267.53,2560,1359,474,33024.0,331965180.587,18219.912,57600,8448,16384,36823.027,259267303.706,16101.78,65481,184,38470,1791.727,1196.852,34.596,1889,1692,25,1226.087,590.586,24.302,1302,1161,25,1553.947,1026.05,32.032,1612,1425,10,71806.41333333333,4571.76,standing
39,1880.6,31407.92,177.223,2560,1456,396,33024.0,331965180.587,18219.912,57600,8448,16384,33588.707,350847714.927,18730.929,64119,803,35398,1797.413,1296.042,36.001,1881,1718,91,1221.333,1291.009,35.931,1295,1106,69,1621.1,2351.65,48.494,1722,1518,111,68493.30666666667,4639.846666666666,standing
40,2070.107,25546.109,159.832,2488,1804,112,33024.0,331965180.587,18219.912,57600,8448,16384,29323.56,363071817.1,19054.444,65488,175,16454,1742.887,1506.647,38.816,1855,1656,50,1230.02,1039.98,32.249,1308,1135,32,1614.953,2255.351,47.491,1696,1510,78,64417.666666666664,4587.86,standing
41,2123.967,6220.512,78.87,2259,1917,231,33024.0,331965180.587,18219.912,57600,8448,16384,26162.627,216331880.047,14708.225,62581,1123,25414,1855.693,3586.786,59.89,1943,1686,88,1222.22,838.105,28.95,1308,1153,70,1539.34,1880.118,43.36,1686,1455,47,61310.59333333333,4617.253333333333,standing
42,2053.22,4842.918,69.591,2226,1821,107,33024.0,331965180.587,18219.912,57600,8448,16384,27271.773,396424130.842,19910.403,64736,58,13382,1788.68,3770.684,61.406,1943,1679,109,1230.54,1760.555,41.959,1363,1134,6,1535.7,2456.93,49.567,1650,1432,19,62348.99333333333,4554.92,standing
43,2002.967,5335.832,73.047,2105,1790,140,33024.0,331965180.587,18219.912,57600,8448,16384,29464.653,313729043.533,17712.398,64573,58,4538,1852.187,10566.165,102.792,2225,1592,47,1225.433,2024.032,44.989,1377,1118,54,1520.94,5576.51,74.676,1709,1287,32,64491.62,4598.56,standing
44,1921.96,3706.065,60.877,2145,1773,21,33024.0,331965180.587,18219.912,57600,8448,16384,34220.947,256851287.117,16026.581,65362,834,582,1926.26,8327.832,91.257,2225,1732,299,1225.273,4642.705,68.137,1435,1023,112,1453.1,5002.85,70.731,1632,1287,34,69166.90666666666,4604.633333333333,standing
45,1909.22,5663.025,75.253,2145,1652,17,33024.0,331965180.587,18219.912,57600,8448,16384,29819.267,235114618.889,15333.448,64604,1134,4538,1837.08,13501.354,116.195,2273,1662,131,1239.36,3793.604,61.592,1435,1023,191,1472.52,7613.036,87.253,1719,1287,39,64752.486666666664,4548.96,standing
46,1939.1,1980.757,44.506,2012,1849,7,33024.0,331965180.587,18219.912,57600,8448,16384,27090.12,170500828.692,13057.597,63109,555,7238,1884.073,6404.655,80.029,1989,1696,181,1221.193,1876.823,43.322,1342,1117,11,1514.26,6000.659,77.464,1672,1311,105,62053.22,4619.526666666667,standing
47,1853.673,1877.647,43.332,1958,1779,176,33024.0,331965180.587,18219.912,57600,8448,16384,29289.827,163725942.383,12795.544,61575,1414,15290,1862.367,7900.472,88.885,2050,1692,162,1214.62,822.209,28.674,1360,1124,36,1579.813,4659.925,68.264,1742,1439,97,64167.5,4656.8,standing
48,1799.273,1451.585,38.1,1953,1702,8,33024.0,331965180.587,18219.912,57600,8448,16384,21766.653,188721181.773,13737.583,64957,1216,5050,1793.0,963.32,31.037,1907,1709,8,1218.44,2686.366,51.83,1400,1058,7,1625.513,2049.196,45.268,1783,1482,30,56589.926666666666,4636.953333333333,standing
49,1790.26,583.739,24.161,1845,1737,44,33024.0,331965180.587,18219.912,57600,8448,16384,19651.907,59180920.431,7692.914,64957,1216,7098,1793.773,447.029,21.143,1907,1744,130,1216.833,412.952,20.321,1269,1151,56,1641.987,1394.706,37.346,1723,1543,27,54466.166666666664,4652.593333333333,standing
50,1763.6,1237.64,35.18,1889,1698,137,33024.0,331965180.587,18219.912,57600,8448,16384,18202.76,77762009.142,8818.277,56066,6040,31418,1760.193,918.196,30.302,1844,1682,23,1225.78,625.932,25.019,1274,1151,14,1590.407,733.548,27.084,1701,1523,43,52990.36,4576.38,standing
